part_no,annotator_human,annotator_chatgpt_empathy,annotator_llama_empathy,annotator_gemini_empathy,annotator_mixtral_empathy,dialog_id,emotion,sentiment,plutchik,situation,speaker_uttr,response_human,response_chatgpt_empathy,response_llama_empathy,response_gemini_empathy,response_mixtral_empathy,rating_human,rating_chatgpt_empathy,rating_llama_empathy,rating_gemini_empathy,rating_mixtral_empathy,empathy_propensity_human,empathy_propensity_chatgpt_empathy,empathy_propensity_llama_empathy,empathy_propensity_gemini_empathy,empathy_propensity_mixtral_empathy,empathy_arr_human,empathy_arr_chatgpt_empathy,empathy_arr_llama_empathy,empathy_arr_gemini_empathy,empathy_arr_mixtral_empathy
19,604909c9848a38f02de05a92,6170515180056df60ce0808f,60ea1cdac788f3581f4ec5d5,611fbf86423c9a875559377d,610b747563ed83265433ac09,hit:10803_conv:21607,trusting,positive,trust,"I made a new friend recently who is into rock climbing. She asked me to go, and I was so nervous but she coached me through it. I ended up having fun!","I felt comfortable and at ease with a new friend, she took the time to help me learn and be comfortable doing something new.",that's really nice - it's always amazing to have friends who you feel comfortable around. What was the new thing your friend made you do?,That's wonderful to hear! It's so important to have supportive friends who help us navigate new experiences. It sounds like she really made a positive impact on you.,That sounds like a great experience! It's wonderful to have someone who takes the time to help you feel comfortable and confident in a new situation. It's important to have people in our lives who support and encourage us.,"I am glad to hear that you had a positive experience with your new friend. It is wonderful when someone takes the time to help and support us, especially when trying something new. It can make all the difference in feeling comfortable and at ease.",That's wonderful to hear that you felt comfortable and at ease with your new friend. It's great that she took the time to help you learn and be comfortable doing something new. Practicing empathy involves understanding her kindness and recognizing her effort to make you feel welcome. I appreciate your sharing this positive experience with me.,1,3,2,3,3,38,52,52,52,40,"[-1, 1, 1, 2, 0, 0, -1, 1, 0, 1, -1, -1, 1, -2, -2, 1]","[1, 1, 2, -2, 2, 2, 1, 2, 1, -2, -2, -2, 1, 1, -2, 2]","[2, 1, 2, 2, 2, 0, -1, 2, 1, -1, -2, -2, 2, -2, -2, 2]","[1, -1, 2, -2, 1, 1, -1, 1, 1, -2, -2, -2, 0, 0, -2, 1]","[1, -1, 2, 0, 1, 1, 1, 1, 0, 1, -1, -1, 1, 0, 1, 1]"
19,604909c9848a38f02de05a92,6170515180056df60ce0808f,60ea1cdac788f3581f4ec5d5,611fbf86423c9a875559377d,610b747563ed83265433ac09,hit:217_conv:435,furious,negative,anger,I was just walking out of Taco bell. The bottom fell out of my bag and my wonderful taco bell covered the ground. ,I can't believe the bottom of the bag ripped and my wonderful taco's covered the ground. I'm sure my face was bright red with anger.,"NOT THE TACOS!!!! Seriously, I can understand how frustrating that is. Especially when you have the taste for something.....then gone!",I'm really sorry to hear about your tacos. It's so frustrating when something you're looking forward to doesn't go as planned. I can understand why you'd be upset.,"Oh no, that's frustrating! I can understand how you must have felt, especially when you were looking forward to enjoying your tacos. It's embarrassing when things like that happen unexpectedly.","I understand your frustration and disappointment. It can be incredibly upsetting when something like that happens, especially when you were looking forward to enjoying your tacos. It's natural to feel angry and embarrassed in such a situation.","I'm so sorry to hear that your tacos spilled! That can be so frustrating, I've been there too. It's like the worst feeling when you're looking forward to something delicious and it doesn't go as planned. Is there anything I can do to help you get a new taco?",1,3,2,3,3,38,52,52,52,40,"[-1, 1, 1, 2, 0, 0, -1, 1, 0, 1, -1, -1, 1, -2, -2, 1]","[1, 1, 2, -2, 2, 2, 1, 2, 1, -2, -2, -2, 1, 1, -2, 2]","[2, 1, 2, 2, 2, 0, -1, 2, 1, -1, -2, -2, 2, -2, -2, 2]","[1, -1, 2, -2, 1, 1, -1, 1, 1, -2, -2, -2, 0, 0, -2, 1]","[1, -1, 2, 0, 1, 1, 1, 1, 0, 1, -1, -1, 1, 0, 1, 1]"
19,604909c9848a38f02de05a92,6170515180056df60ce0808f,60ea1cdac788f3581f4ec5d5,611fbf86423c9a875559377d,610b747563ed83265433ac09,hit:10682_conv:21365,guilty,negative,remorse,A school friend of mine got detention for a week after he was caught with a note that had some swear words in it. I was the one that passed it to him.. ,A school friend of mine got detention for a week after he was caught with a note that had some swear words in it. I was the one that passed it to him.. ,"Oh no, did he place the blame on you, or did he just accept it and take the blame for you?","I'm really sorry to hear that. It must be tough for both of you. Remember, we all make mistakes. It's important to learn from this and move forward.","Oh no, that sounds like a difficult situation for both of you. It's understandable that you might feel guilty or worried about your friend's punishment, especially since you were the one who passed the note to him. It takes a lot of courage to admit to something like that, and I'm sure your friend will appreciate your honesty. Have you talked to your friend about how they're feeling about the situation?","I understand that you feel responsible for your friend's detention. It's important to remember that everyone makes mistakes, and it's okay to feel bad about it. However, dwelling on the past won't change anything. Instead, focus on learning from this experience and moving forward. Talk to your friend and apologize for your actions. Let them know that you understand the consequences of your behavior and that you're committed to being a better friend in the future.","I'm really sorry to hear that your friend got into trouble because of the note. That must have been tough for both of you. You didn't intend for that to happen, but it's important to be mindful of the consequences of our actions. I hope your friend is okay and that you can both learn from this experience.",2,2,3,2,3,38,52,52,52,40,"[-1, 1, 1, 2, 0, 0, -1, 1, 0, 1, -1, -1, 1, -2, -2, 1]","[1, 1, 2, -2, 2, 2, 1, 2, 1, -2, -2, -2, 1, 1, -2, 2]","[2, 1, 2, 2, 2, 0, -1, 2, 1, -1, -2, -2, 2, -2, -2, 2]","[1, -1, 2, -2, 1, 1, -1, 1, 1, -2, -2, -2, 0, 0, -2, 1]","[1, -1, 2, 0, 1, 1, 1, 1, 0, 1, -1, -1, 1, 0, 1, 1]"
19,604909c9848a38f02de05a92,6170515180056df60ce0808f,60ea1cdac788f3581f4ec5d5,611fbf86423c9a875559377d,610b747563ed83265433ac09,hit:6031_conv:12063,apprehensive,negative,fear,I am having my first baby; a boy.  I hear all these different labor stories that aren't exactly reassuring!  ,I am having my first baby; a boy. I hear all these different labor stories that aren't exactly reassuring! ,"Congratulations! If it helps at all, my wife and I have two young boys and both of her deliveries with very smooth! She said it wasn't as bad as she expected.","I can understand why you might feel anxious hearing those labor stories. Remember, every experience is unique, including yours. It's completely normal to feel nervous, but try to focus on the joy of meeting your baby boy soon.","Congratulations on your pregnancy! I understand that hearing scary labor stories can be unsettling. It's natural to feel anxious, but remember that every woman's experience is unique. Try to focus on the positive stories and remember that your healthcare provider is there to support you. Take a deep breath and remember that you're ready for this. You got this!","I understand your apprehension, especially with all the varying labor stories you've heard. It's natural to feel anxious about the unknown. Remember that every woman's experience is unique, and yours will be too. Try to focus on positive thoughts and surround yourself with supportive people who can help you stay calm and confident.","That's such exciting news about your baby boy! I completely understand how hearing different labor stories can make you feel a bit nervous. It's natural to have concerns, but remember that every woman's experience is unique. You'll be amazingly strong during this special time, and I'm here to support you in any way I can.",3,3,2,3,2,38,52,52,52,40,"[-1, 1, 1, 2, 0, 0, -1, 1, 0, 1, -1, -1, 1, -2, -2, 1]","[1, 1, 2, -2, 2, 2, 1, 2, 1, -2, -2, -2, 1, 1, -2, 2]","[2, 1, 2, 2, 2, 0, -1, 2, 1, -1, -2, -2, 2, -2, -2, 2]","[1, -1, 2, -2, 1, 1, -1, 1, 1, -2, -2, -2, 0, 0, -2, 1]","[1, -1, 2, 0, 1, 1, 1, 1, 0, 1, -1, -1, 1, 0, 1, 1]"
19,604909c9848a38f02de05a92,6170515180056df60ce0808f,60ea1cdac788f3581f4ec5d5,611fbf86423c9a875559377d,610b747563ed83265433ac09,hit:9834_conv:19669,anticipating,positive,anticipation,I am ordering a chocolate cake tomorrow. I want to eat the whole thing!,I am gonna eat some chocolate cake!,Yum!!!!! I literally just watched a recipe on how to make a vegan chocolate cake so I'm craving one!  With tons of icing!,That sounds delicious! Enjoy every bite of your chocolate cake. It's one of those simple pleasures that can really brighten up your day.,"That sounds delicious! I can almost taste the rich, sweet flavor of the chocolate cake. Are you celebrating a special occasion or just treating yourself to a tasty dessert?","I understand your excitement about indulging in a delicious chocolate cake. The rich, decadent flavor and soft, moist texture can be truly tantalizing. Enjoying a sweet treat can bring a moment of pure bliss and satisfaction.",That sounds delightful! I can tell you're really looking forward to enjoying that chocolate cake. Indulging in something tasty can be such a treat. I hope you savor every bite!,3,3,3,2,1,38,52,52,52,40,"[-1, 1, 1, 2, 0, 0, -1, 1, 0, 1, -1, -1, 1, -2, -2, 1]","[1, 1, 2, -2, 2, 2, 1, 2, 1, -2, -2, -2, 1, 1, -2, 2]","[2, 1, 2, 2, 2, 0, -1, 2, 1, -1, -2, -2, 2, -2, -2, 2]","[1, -1, 2, -2, 1, 1, -1, 1, 1, -2, -2, -2, 0, 0, -2, 1]","[1, -1, 2, 0, 1, 1, 1, 1, 0, 1, -1, -1, 1, 0, 1, 1]"
19,604909c9848a38f02de05a92,6170515180056df60ce0808f,60ea1cdac788f3581f4ec5d5,611fbf86423c9a875559377d,610b747563ed83265433ac09,hit:10506_conv:21013,jealous,negative,aggressiveness,I just found out my parents are paying my sister's mortgage. They are pretty hefty payments and they can't really help me out whenever I'm in need. I've learned to be self sufficient.,I hate to bring this up because of how it makes me look. I just found out my parents have been paying my sister's mortgage. Great for her but I get nothing in my times of need.,"I get where you're coming from, my mom supports both of my sisters. It can make you feel less important. hopefully you are getting along though?","I'm really sorry to hear that you're feeling this way. It must be tough to feel overlooked, especially during challenging times. It's important to express your feelings to your parents.",That sounds really tough. It's understandable that you would feel frustrated and maybe even a little jealous. It's important to remember that your parents' decision to help your sister doesn't diminish your own worth or the value of your relationships with them.,"I understand your frustration and disappointment. It's natural to feel hurt when you see your siblings receiving support that you don't. Remember, your parents' actions don't reflect their love for you. They may have their reasons for helping your sister, and it doesn't mean they don't care about you. Try talking to them openly about your feelings and see if there's a way to address your concerns.","I'm really sorry to hear that you're feeling this way. It's understandable that you're feeling hurt and frustrated, as it seems like there's a lack of support for you in comparison to your sister. Have you considered talking to your parents about how you're feeling? It's important that they understand your perspective as well.",2,2,2,3,2,38,52,52,52,40,"[-1, 1, 1, 2, 0, 0, -1, 1, 0, 1, -1, -1, 1, -2, -2, 1]","[1, 1, 2, -2, 2, 2, 1, 2, 1, -2, -2, -2, 1, 1, -2, 2]","[2, 1, 2, 2, 2, 0, -1, 2, 1, -1, -2, -2, 2, -2, -2, 2]","[1, -1, 2, -2, 1, 1, -1, 1, 1, -2, -2, -2, 0, 0, -2, 1]","[1, -1, 2, 0, 1, 1, 1, 1, 0, 1, -1, -1, 1, 0, 1, 1]"
19,604909c9848a38f02de05a92,6170515180056df60ce0808f,60ea1cdac788f3581f4ec5d5,611fbf86423c9a875559377d,610b747563ed83265433ac09,hit:9759_conv:19518,grateful,positive,trust,I am so happy all of my kids will be in school this year. Some peace and quiet finally,all of my kids will be in school this year,That is exciting! You'll have some free mommy time or be able to go to work while they are in school.,"That's a big step! It must be a mix of emotions for you. Remember, it's okay to feel excited for their growth and a bit sad at the same time.",That's great! It's exciting to see them grow and learn in their own ways. How are you feeling about them being in school? Are you looking forward to having some time to yourself or are you feeling a little emotional about them growing up so fast?,I understand that you're feeling a mix of excitement and nervousness as your children embark on a new school year. It's a significant milestone for both them and you as a parent. Remember that this is a time of growth and learning for everyone involved. Embrace the journey and cherish the moments along the way.,"That's wonderful news! I can imagine how you must be feeling a mix of emotions - relief, excitement, perhaps even a little sadness as they grow up. It's a significant milestone. Can you tell me more about how you're feeling?",2,3,3,2,3,38,52,52,52,40,"[-1, 1, 1, 2, 0, 0, -1, 1, 0, 1, -1, -1, 1, -2, -2, 1]","[1, 1, 2, -2, 2, 2, 1, 2, 1, -2, -2, -2, 1, 1, -2, 2]","[2, 1, 2, 2, 2, 0, -1, 2, 1, -1, -2, -2, 2, -2, -2, 2]","[1, -1, 2, -2, 1, 1, -1, 1, 1, -2, -2, -2, 0, 0, -2, 1]","[1, -1, 2, 0, 1, 1, 1, 1, 0, 1, -1, -1, 1, 0, 1, 1]"
19,604909c9848a38f02de05a92,6170515180056df60ce0808f,60ea1cdac788f3581f4ec5d5,611fbf86423c9a875559377d,610b747563ed83265433ac09,hit:11147_conv:22294,faithful,positive,submission,My girlfriend and I have been together for four years. This is my first real relationship and I feel like she is the only person I want to be with.,I've been with my girlfriend for years and we are celebrating our anniversary soon. I feel like I need to marry her because she's the one for me.,"Congratulations!  Do you want to marry her though?  Don't jump into a marriage because it's what people expect. If you're happy as you are, just be happy!","That's wonderful to hear! It sounds like you deeply love your girlfriend. This is a significant decision, so take your time to ensure it feels right for both of you.","Congratulations on your upcoming anniversary! It's wonderful that you've found someone you feel so strongly about. Marriage is a significant commitment, but it can also be incredibly rewarding. Have you talked to your girlfriend about your feelings and future plans?","Congratulations on your upcoming anniversary! It's wonderful that you've found someone who means so much to you. Taking the next step in your relationship is a big decision, and it's important to consider all aspects carefully. Remember, marriage is a lifelong commitment, and it's essential to be certain that you're both ready for that level of commitment.","That's wonderful to hear about your long-term relationship and your desire to marry your girlfriend. It's clear that you care for her deeply and value your time together. Marriage is a significant step, and it's important to make sure it feels right for both of you. I wish you all the best in your decision-making process and your upcoming anniversary celebration.",3,2,3,2,3,38,52,52,52,40,"[-1, 1, 1, 2, 0, 0, -1, 1, 0, 1, -1, -1, 1, -2, -2, 1]","[1, 1, 2, -2, 2, 2, 1, 2, 1, -2, -2, -2, 1, 1, -2, 2]","[2, 1, 2, 2, 2, 0, -1, 2, 1, -1, -2, -2, 2, -2, -2, 2]","[1, -1, 2, -2, 1, 1, -1, 1, 1, -2, -2, -2, 0, 0, -2, 1]","[1, -1, 2, 0, 1, 1, 1, 1, 0, 1, -1, -1, 1, 0, 1, 1]"
19,604909c9848a38f02de05a92,6170515180056df60ce0808f,60ea1cdac788f3581f4ec5d5,611fbf86423c9a875559377d,610b747563ed83265433ac09,hit:9954_conv:19909,anxious,negative,fear,I have my final math test tomorrow. I am so nervous.,I have my final math test tomorrow. I've never been so nervous!,"Oh yeah, I can relate.  I always get uneasy before a big test.  And I always end up cramming and studying the last minute.","I completely understand how you're feeling. Math tests can be really stressful. Remember, it's okay to be nervous. Just do your best and believe in yourself. You've got this!","I can understand how you feel. It's completely normal to feel nervous before a big test, especially one as important as your final math test. Take a few deep breaths and try to focus on the fact that you've prepared well for this. Remember that you have the knowledge and skills to do well. Good luck!",I understand your nervousness about your final math test tomorrow. It's natural to feel anxious when faced with a challenging situation. Remember that you've worked hard and prepared for this test. Take a deep breath and focus on staying calm. You've got this!,"I'm sorry to hear that you're feeling nervous about your math test. It's completely normal to feel anxious before a big test. Just take a deep breath, review your notes, and trust in your preparation. You've got this!",3,3,3,3,1,38,52,52,52,40,"[-1, 1, 1, 2, 0, 0, -1, 1, 0, 1, -1, -1, 1, -2, -2, 1]","[1, 1, 2, -2, 2, 2, 1, 2, 1, -2, -2, -2, 1, 1, -2, 2]","[2, 1, 2, 2, 2, 0, -1, 2, 1, -1, -2, -2, 2, -2, -2, 2]","[1, -1, 2, -2, 1, 1, -1, 1, 1, -2, -2, -2, 0, 0, -2, 1]","[1, -1, 2, 0, 1, 1, 1, 1, 0, 1, -1, -1, 1, 0, 1, 1]"
20,5fd34217836ff6000abdcbf9,613ca0a2040055a4e87c5d71,5cc555d346fb4500171c0a9e,5eff8b9ad19111064484eff7,5ec2db0025710a10cf4966ec,hit:1608_conv:3216,grateful,positive,trust,I was recently promoted to manager at work.  I can't thank my supervisor enough.,I was recently rewarded at work for my loyalty and dedication to the company.,"That's what I'm talking about! That sounds so nice. I'm a little jealous. Sounds like you deserve it, though.",That's wonderful news! Congratulations on your well-deserved recognition. Your hard work and dedication are clearly being noticed and appreciated. Keep up the great work!,"Congratulations on your well-deserved recognition! It's great to see your hard work and commitment appreciated. How did it feel to receive the reward, and what does it mean to you?",Congratulations on being recognized for your loyalty and dedication to your company. It's wonderful to see your hard work and commitment being appreciated. I can imagine how proud and fulfilled you must feel. Keep up the great work!,"That's fantastic news! I can imagine how hard you've worked to earn this recognition, and it's wonderful to see your loyalty and dedication being appreciated. I'm genuinely happy for you and your achievement. Well done!",2,3,3,1,3,40,55,42,43,49,"[0, -1, 1, 0, 1, 0, -1, 1, -1, 1, -1, -1, 0, -2, -1, 0]","[2, -1, 2, -2, 2, 2, -2, 1, 1, 0, -1, -1, 1, -2, -2, 1]","[0, -1, 2, -1, 1, 1, -1, 1, 0, 0, -1, 0, -1, -1, 1, 2]","[1, -1, 1, -1, 1, 0, -1, 0, 1, -1, -1, 0, 1, -1, 0, 0]","[-1, 1, 2, -2, 2, -1, -2, 1, 0, -1, -2, -1, 1, -2, -2, 2]"
20,5fd34217836ff6000abdcbf9,613ca0a2040055a4e87c5d71,5cc555d346fb4500171c0a9e,5eff8b9ad19111064484eff7,5ec2db0025710a10cf4966ec,hit:11446_conv:22892,disappointed,negative,sadness,I applied for a promotion at my job but didnt receive it.,"I applied for a promotion at my job but didnt receive it."".",Its always disappointing to not achieve something you were hoping for but it could also mean that a better position is in store for you.,"I'm really sorry to hear that you didn't get the promotion. It's disappointing when your hard work isn't recognized. Remember, this doesn't define your worth or capabilities. Keep pushing forward.",Sorry to hear that you didn't get the promotion you were hoping for. That can be really disappointing and frustrating. It sounds like you put in a lot of effort and had high hopes for the opportunity. Can you tell me more about what happened and how you're feeling about it?,I understand your disappointment at not receiving the promotion you applied for. It can be disheartening when your efforts and aspirations are not recognized. I empathize with your feelings of frustration and the sense of setback you may be experiencing.,"I'm really sorry to hear that you didn't get the promotion you applied for. I can imagine how disappointing that must feel. You put in a lot of effort and deserved to be considered for the position. It's okay to feel let down, and I'm here to support you.",3,3,3,1,3,40,55,42,43,49,"[0, -1, 1, 0, 1, 0, -1, 1, -1, 1, -1, -1, 0, -2, -1, 0]","[2, -1, 2, -2, 2, 2, -2, 1, 1, 0, -1, -1, 1, -2, -2, 1]","[0, -1, 2, -1, 1, 1, -1, 1, 0, 0, -1, 0, -1, -1, 1, 2]","[1, -1, 1, -1, 1, 0, -1, 0, 1, -1, -1, 0, 1, -1, 0, 0]","[-1, 1, 2, -2, 2, -1, -2, 1, 0, -1, -2, -1, 1, -2, -2, 2]"
20,5fd34217836ff6000abdcbf9,613ca0a2040055a4e87c5d71,5cc555d346fb4500171c0a9e,5eff8b9ad19111064484eff7,5ec2db0025710a10cf4966ec,hit:171_conv:343,jealous,negative,aggressiveness,My friend had encouraged me to apply for teaching jobs. I went on several and didn't get hired. She went on one and got hired right away.,"My friend was telling me about teaching jobs to apply for. I didn't get hired, but she got one right off the bat!","It sounds like you're happy for her, which is commendable given you didn't get hired. Were you very disappointed?","I'm really sorry to hear that you didn't get the job you wanted. It can be tough when things don't go as planned. But don't lose hope, your opportunity will come.","Congratulations to your friend! It's great to see them achieve their goals. It can be tough to deal with rejection, but it's important to keep trying and stay positive.","I understand your disappointment at not getting the teaching job you applied for, especially when your friend was successful. It's natural to feel a mix of emotions, including envy and frustration. Remember that each person's journey is unique, and there may be other opportunities that align better with your skills and aspirations.","I'm really sorry to hear that you didn't get the teaching job you applied for. It must be tough to see your friend succeed so quickly while you're still looking. I can imagine how disappointed you must feel. It's important to keep trying and not give up, though. Your time will come. In the meantime, is there anything I can do to support you?",1,3,2,1,2,40,55,42,43,49,"[0, -1, 1, 0, 1, 0, -1, 1, -1, 1, -1, -1, 0, -2, -1, 0]","[2, -1, 2, -2, 2, 2, -2, 1, 1, 0, -1, -1, 1, -2, -2, 1]","[0, -1, 2, -1, 1, 1, -1, 1, 0, 0, -1, 0, -1, -1, 1, 2]","[1, -1, 1, -1, 1, 0, -1, 0, 1, -1, -1, 0, 1, -1, 0, 0]","[-1, 1, 2, -2, 2, -1, -2, 1, 0, -1, -2, -1, 1, -2, -2, 2]"
20,5fd34217836ff6000abdcbf9,613ca0a2040055a4e87c5d71,5cc555d346fb4500171c0a9e,5eff8b9ad19111064484eff7,5ec2db0025710a10cf4966ec,hit:1280_conv:2560,proud,positive,optimism,"Saw my brother graduate college last month! Felt so happy for him finally achieving what he's worked hard for. Hope he gets a job soon, though.","Saw my brother graduate college last month! Felt so happy for him finally achieving what he's worked hard for. Hope he gets a job soon, though","That's awesome, the exact opposite is true for me. My little brother is just about to start his first year of college next month!",That's wonderful news! It's such a joy to see our loved ones achieve their goals. I'm sure his hard work will pay off soon in his job search.,That's great to hear! It's always exciting to see our loved ones achieve their goals. I'm sure your brother will be thrilled to start his new job soon. Can you tell me a bit more about his plans and aspirations?,Congratulations on your brother's graduation! It must have been a proud moment for you and your family. I can imagine how happy you are for him after all his hard work and dedication. I hope he finds a fulfilling job soon that allows him to continue growing and achieving his goals.,"That's wonderful news about your brother's graduation! I can imagine how proud and happy you must feel for him, seeing his hard work pay off. I hope he finds a great job soon, too, and continues to succeed in his career.",2,3,3,1,3,40,55,42,43,49,"[0, -1, 1, 0, 1, 0, -1, 1, -1, 1, -1, -1, 0, -2, -1, 0]","[2, -1, 2, -2, 2, 2, -2, 1, 1, 0, -1, -1, 1, -2, -2, 1]","[0, -1, 2, -1, 1, 1, -1, 1, 0, 0, -1, 0, -1, -1, 1, 2]","[1, -1, 1, -1, 1, 0, -1, 0, 1, -1, -1, 0, 1, -1, 0, 0]","[-1, 1, 2, -2, 2, -1, -2, 1, 0, -1, -2, -1, 1, -2, -2, 2]"
20,5fd34217836ff6000abdcbf9,613ca0a2040055a4e87c5d71,5cc555d346fb4500171c0a9e,5eff8b9ad19111064484eff7,5ec2db0025710a10cf4966ec,hit:1280_conv:2561,annoyed,negative,anger,I've been pretty agitated about the slow internet speeds. I think it's the weather?,I've been pretty pissed off about the slow internet speeds lately. I think it's the weather? ,Who knows.. I've dealt with slow internet all my life. Wish I could finally get a decent ISP.,"I can understand how frustrating slow internet can be, especially if you're trying to get things done. Weather can indeed affect the connection. Let's see what we can do to improve this.","I can understand how frustrating it must be to deal with slow internet speeds, especially when it's impacting your work. It's even more challenging when the cause is uncertain, like the weather. Can you tell me more about what you're experiencing and how it's affecting you?","I understand your frustration with the slow internet speeds. It can be incredibly annoying when you're trying to get something done or simply relax online. I can imagine how the weather might be affecting the connection, causing delays and disruptions. Let's hope the situation improves soon.",I'm sorry to hear that you're feeling frustrated with the slow internet speeds. It's understandable that weather conditions can impact the connection and cause inconvenience. Have you considered reaching out to your internet service provider to see if there's anything that can be done to improve the situation?,3,3,3,1,2,40,55,42,43,49,"[0, -1, 1, 0, 1, 0, -1, 1, -1, 1, -1, -1, 0, -2, -1, 0]","[2, -1, 2, -2, 2, 2, -2, 1, 1, 0, -1, -1, 1, -2, -2, 1]","[0, -1, 2, -1, 1, 1, -1, 1, 0, 0, -1, 0, -1, -1, 1, 2]","[1, -1, 1, -1, 1, 0, -1, 0, 1, -1, -1, 0, 1, -1, 0, 0]","[-1, 1, 2, -2, 2, -1, -2, 1, 0, -1, -2, -1, 1, -2, -2, 2]"
20,5fd34217836ff6000abdcbf9,613ca0a2040055a4e87c5d71,5cc555d346fb4500171c0a9e,5eff8b9ad19111064484eff7,5ec2db0025710a10cf4966ec,hit:3781_conv:7562,furious,negative,anger,"I came home from work to discover that my cat had knocked down the TV. He's never done that before, but it was brand new!",I came home from work to discover that my cat had knocked down the TV,Oh no!  Cats can be devious things when we are not home - and sometimes when we are.  Did it break the TV?,"Oh no, that must have been really frustrating for you after a long day at work. I'm sorry to hear about your TV. Is your cat okay?","Oh no, that's frustrating! It sounds like you had a stressful day at work and now you have to deal with a messy situation at home. It's understandable that you might feel overwhelmed and annoyed. Is there anything I can do to help you feel better?","I understand how frustrating it can be to come home to a broken TV, especially when it was caused by your beloved cat. It's natural to feel upset and disappointed. I'm here to listen if you want to talk about it.",I'm so sorry to hear that! That must have been quite a surprise. It's frustrating when our beloved pets cause unexpected mishaps. Can you tell me more about how this made you feel or if there's anything you need to help you relax after this stressful situation?,3,3,2,1,1,40,55,42,43,49,"[0, -1, 1, 0, 1, 0, -1, 1, -1, 1, -1, -1, 0, -2, -1, 0]","[2, -1, 2, -2, 2, 2, -2, 1, 1, 0, -1, -1, 1, -2, -2, 1]","[0, -1, 2, -1, 1, 1, -1, 1, 0, 0, -1, 0, -1, -1, 1, 2]","[1, -1, 1, -1, 1, 0, -1, 0, 1, -1, -1, 0, 1, -1, 0, 0]","[-1, 1, 2, -2, 2, -1, -2, 1, 0, -1, -2, -1, 1, -2, -2, 2]"
20,5fd34217836ff6000abdcbf9,613ca0a2040055a4e87c5d71,5cc555d346fb4500171c0a9e,5eff8b9ad19111064484eff7,5ec2db0025710a10cf4966ec,hit:3262_conv:6524,excited,positive,joy, Its my birthday tomorrow and my husband put together a huge party for me. I'm so excited about it that I may not be able to sleep tonight!,Its my birthday tomorrow and my husband put together a huge party for me. I'm so excited about it that I may not be able to sleep tonight!,"Your husband sounds awesome. That's interesting that you're the type of person that actually likes birthday parties. Most people I know would be too embarrassed or self-conscious to enjoy them, and they'd feel uncomfortable. Especially me. But for you, I'm glad you can get into them.",That sounds so exciting! Your husband must really care about you to put together such a big celebration. I hope you have an amazing time at your party. Happy early birthday!,That sounds incredibly exciting! It's great that your husband is going all out to celebrate your special day. I can understand how hard it must be to contain your excitement and fall asleep with all the anticipation. Have a wonderful time at your party and enjoy every moment of it!,"I can imagine how thrilled you must be, knowing that your husband has gone to great lengths to organize a grand celebration for your special day. The anticipation of such a joyous occasion can indeed make it challenging to rest.",That's wonderful news! I can really feel your excitement and anticipation for your birthday party. It must mean a lot to you that your husband went to all that effort. I hope you have a fantastic time and make many happy memories!,1,3,3,1,3,40,55,42,43,49,"[0, -1, 1, 0, 1, 0, -1, 1, -1, 1, -1, -1, 0, -2, -1, 0]","[2, -1, 2, -2, 2, 2, -2, 1, 1, 0, -1, -1, 1, -2, -2, 1]","[0, -1, 2, -1, 1, 1, -1, 1, 0, 0, -1, 0, -1, -1, 1, 2]","[1, -1, 1, -1, 1, 0, -1, 0, 1, -1, -1, 0, 1, -1, 0, 0]","[-1, 1, 2, -2, 2, -1, -2, 1, 0, -1, -2, -1, 1, -2, -2, 2]"
20,5fd34217836ff6000abdcbf9,613ca0a2040055a4e87c5d71,5cc555d346fb4500171c0a9e,5eff8b9ad19111064484eff7,5ec2db0025710a10cf4966ec,hit:4330_conv:8660,sad,negative,sadness,Life can be really not a happy place. It pains me that so many don't love or care and hurt others.,Life can be really not a happy place.,"Sadly, I agree with you.  As I get older, it seems like that more and more.  What happened that made you feel that way?","I'm really sorry that you're feeling this way, but I'm unable to provide the help that you need. It's really important to talk things over with someone who can, though, such as a mental health professional or a trusted person in your life.",Sorry to hear that. It sounds like you're going through a tough time. Can you tell me a bit more about what's been going on and how you're feeling? I'm here to listen and offer support.,I understand that life can be challenging and overwhelming at times. It's important to remember that you're not alone and that there are people who care about you and want to help. Talking about your feelings can be a helpful way to process them and find support.,I'm really sorry to hear that you're feeling this way. Life can indeed be tough and it's okay to have moments when happiness seems out of reach. Please know that you're not alone and I'm here to listen if you want to talk about it.,3,3,3,1,3,40,55,42,43,49,"[0, -1, 1, 0, 1, 0, -1, 1, -1, 1, -1, -1, 0, -2, -1, 0]","[2, -1, 2, -2, 2, 2, -2, 1, 1, 0, -1, -1, 1, -2, -2, 1]","[0, -1, 2, -1, 1, 1, -1, 1, 0, 0, -1, 0, -1, -1, 1, 2]","[1, -1, 1, -1, 1, 0, -1, 0, 1, -1, -1, 0, 1, -1, 0, 0]","[-1, 1, 2, -2, 2, -1, -2, 1, 0, -1, -2, -1, 1, -2, -2, 2]"
